"","owner","farm_name","mill","in_country_partner","country_of_origin","altitude_low_meters","altitude_high_meters","altitude_mean_meters","number_of_bags","bag_weight","species","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","moisture","category_one_defects","category_two_defects","color","total_cup_points"
"347","cqi taiwan icp cqi台灣合作夥伴","dragon coffee 龍咖啡","dragon coffee 龍咖啡","Blossom Valley International","Taiwan",1000,1000,1000,10,"30 kg","Arabica","Typica","Other",7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,0.11,0,0,"Green",83.58
"348","racafe & cia s.c.a",NA,NA,"Almacafé","Colombia",1600,1950,1775,275,"70 kg","Arabica","Caturra","Washed / Wet",7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,0.11,0,3,"Green",83.58
"349","alfredo bojalil","ojo de agua","agroindustrias unidas de mexico","AMECAFE","Mexico",1000,1000,1000,250,"1 kg","Arabica","Typica","Washed / Wet",7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,0.12,0,2,NA,83.58
"350","carcafe ltda ci",NA,NA,"Almacafé","Colombia",2136,2136,2136,250,"70 kg","Arabica","Caturra","Natural / Dry",7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,0.11,0,4,"Green",83.58
"351","nucoffee","fazenda jericó",NA,"NUCOFFEE","Brazil",1100,1100,1100,33,"60 kg","Arabica","Catuai","Semi-washed / Semi-pulped",7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,0.12,0,2,"Blue-Green",83.58
"352","carcafe ltda ci",NA,"bogota","Almacafé","Colombia",1799,1799,1799,50,"70 kg","Arabica","Caturra","Washed / Wet",7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,0,0,5,"Bluish-Green",83.5
"353","cqi taiwan icp cqi台灣合作夥伴","南投縣魚池鄉水社村中正路63-1號","黑咖啡道咖啡","Blossom Valley International","Taiwan",NA,NA,NA,1,"10 kg","Arabica",NA,NA,7.58,7.58,7.17,7.17,7,7,10,10,10,0.11,0,0,"Blue-Green",83.5
"354","ceca, s.a.",NA,"beneficio monta<U+00F1>as del diamante","Specialty Coffee Association of Costa Rica","Costa Rica",1850,1850,1850,245,"69 kg","Arabica","Caturra","Washed / Wet",7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,0,0,0,"Blue-Green",83.5
"355","carcafe ltda ci",NA,"neiva","Almacafé","Colombia",1000,1000,1000,250,"70 kg","Arabica","Caturra","Natural / Dry",7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,0,0,0,"Green",83.5
"356","juan luis alvarado romero","la esperanza","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,250,"69 kg","Arabica","Bourbon","Washed / Wet",7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,0.1,0,5,"Bluish-Green",83.5
"357","racafe & cia s.c.a",NA,NA,"Almacafé","Colombia",1600,1950,1775,180,"70 kg","Arabica","Caturra","Washed / Wet",7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,0.12,0,4,"Green",83.5
"358","damari absalome","ano family","arusha","Africa Fine Coffee Association","Tanzania, United Republic Of",1400,1400,1400,5,"60 kg","Arabica","Ruiru 11","Washed / Wet",7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,0.13,0,21,"Green",83.5
"359","aulia arif syahri","yusrin","olam","Specialty Coffee Association","Indonesia",1500,1500,1500,200,"30 kg","Arabica","Sumatra","Semi-washed / Semi-pulped",7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,0.13,0,8,"Bluish-Green",83.5
"360","debesa agro industry plc",NA,NA,"METAD Agricultural Development plc","Ethiopia",1600,1600,1600,320,"60 kg","Arabica",NA,"Natural / Dry",7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,0.1,1,18,NA,83.5
"361","federacion nacional de cafeteros",NA,NA,"Almacafé","Colombia",NA,NA,NA,275,"2 kg","Arabica",NA,"Washed / Wet",7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,0,1,0,NA,83.5
"362","exportadora de cafe condor s.a",NA,"bonanza - armenia","Almacafé","Colombia",1850,1850,1850,275,"70 kg","Arabica","Caturra","Washed / Wet",8,7.58,7.25,7.58,7.92,7.58,10,10,10,0.11,0,0,"Green",83.5
"363","the coffee source inc.","several","ixchel","Specialty Coffee Association of Costa Rica","Guatemala",1400,1400,1400,250,"1 kg","Arabica","Caturra","Washed / Wet",7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,0.1,0,0,"Green",83.5
"364","compa<U+00F1>ia colombiana agroindustrial s.a",NA,"trilladora boananza","Almacafé","Colombia",1650,1650,1650,250,"70 kg","Arabica","Caturra","Washed / Wet",7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,0,2,0,NA,83.5
"365",NA,"los hicaques","cigrah sps","Instituto Hondure<U+00F1>o del Café","Honduras",1350,1350,1350,275,"1 kg","Arabica","Caturra","Natural / Dry",7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,0.1,0,3,"Green",83.5
"366","exportadora de cafe condor s.a",NA,"trilladora boananza","Almacafé","Colombia",1750,1750,1750,250,"70 kg","Arabica","Caturra","Washed / Wet",7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,0,1,1,"Green",83.5
"367","exportadora de cafe condor s.a",NA,"trilladora boananza","Almacafé","Colombia",1750,1750,1750,250,"70 kg","Arabica","Caturra","Washed / Wet",7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,0.11,0,2,"Green",83.5
"368","manuel herrera juarez","finca los barreales 1112lban","finca los barreales","AMECAFE","Mexico",1170,1170,1170,10,"1 kg","Arabica","Bourbon","Natural / Dry",7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,0.13,0,14,"Green",83.5
"369","miguel cortes moreno",NA,"comunidad de sacún palma, municipio de chilón, chiapas","AMECAFE","Mexico",940,940,940,10,"1 kg","Arabica","Typica","Semi-washed / Semi-pulped",7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,0.11,0,12,"Green",83.5
"370","gabriel bernardo rivas ross","la corralera","dos puentes de finca kassandra","AMECAFE","Mexico",1400,1400,1400,15,"1 kg","Arabica","Pacamara","Washed / Wet",7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,0.12,0,0,"Green",83.5
"371","juan luis alvarado romero","santo tomas pachuj","palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo","Asociacion Nacional Del Café","Guatemala",1524,1524,1524,275,"69 kg","Arabica","Caturra","Washed / Wet",7.83,7.5,7.5,8,7.67,7.5,10,10,10,0.1,0,5,"Green",83.5
"372","racafe & cia s.c.a",NA,NA,"Almacafé","Colombia",1600,1950,1775,175,"70 kg","Arabica","Caturra","Washed / Wet",7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,0.11,0,0,"Green",83.5
"373","felipe isaza","conquista / morito","beneficio ixchel","Specialty Coffee Association","Guatemala",1402.08,1402.08,1402.08,250,"2 kg","Arabica","Bourbon","Washed / Wet",7.5,7.5,7.75,7.5,8,7.67,10,10,10,0,3,12,"Green",83.5
"374","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,14,"100 lbs","Arabica",NA,NA,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,0.01,0,0,NA,83.5
"375","specialty coffee association of indonesia","pancoer angkrek","pt. perkebunan nusantara xii","Specialty Coffee Association of Indonesia","Indonesia",1600,1600,1600,10,"60 kg","Arabica",NA,NA,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,0,0,0,NA,83.5
"376","carcafe ltda ci",NA,"neiva","Almacafé","Colombia",439,439,439,300,"29 kg","Arabica","Caturra","Washed / Wet",7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,0,0,1,"Green",83.42
"377","juan luis alvarado romero","piamonte","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1700,1700,1700,50,"69 kg","Arabica","Bourbon","Washed / Wet",7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,0.1,0,3,"Green",83.42
"378","carcafe ltda ci",NA,"cartago","Almacafé","Colombia",442,442,442,600,"29 kg","Arabica","Caturra","Washed / Wet",7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,0.11,0,2,"Green",83.42
"379","ceca, s.a.","gamboa","beneficio monta<U+00F1>as del diamante","Specialty Coffee Association of Costa Rica","Costa Rica",1850,1850,1850,275,"69 kg","Arabica","Caturra","Washed / Wet",7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,0.09,0,4,"Blue-Green",83.42
"380","cqi taiwan icp cqi台灣合作夥伴","日月潭文武莊園","南投縣埔里鎮蜈蚣里","Blossom Valley International","Taiwan",NA,NA,NA,1,"10 kg","Arabica",NA,NA,7.67,7.67,7,7.08,7,7,10,10,10,0.11,0,0,"Blue-Green",83.42
"381","bugisu cooperative union","bulago & buginyanya","bcu","Uganda Coffee Development Authority","Uganda",1800,1800,1800,20,"1218 kg","Arabica","SL14","Washed / Wet",7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,0.11,0,1,"Green",83.42
"382","松澤宏樹 koju matsuzawa","matsuzawa coffee","matsuzawa coffee","Specialty Coffee Institute of Asia","Thailand",1200,1200,1200,500,"25 kg","Arabica","Catimor","Washed / Wet",7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,0.13,0,0,"Bluish-Green",83.42
"383","consejo salvadore<U+00F1>o del café","la joya","el borbollon","Salvadoran Coffee Council","El Salvador",1330,1330,1330,275,"69 kg","Arabica","Bourbon","Washed / Wet",7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,0.11,0,0,NA,83.42
"384","carcafe ltda ci",NA,"neiva","Almacafé","Colombia",442,442,442,275,"70 kg","Arabica","Caturra","Natural / Dry",7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,0.12,4,0,"Green",83.42
"385","bourbon specialty coffees","cachoeira da grama farm",NA,"Brazil Specialty Coffee Association","Brazil",NA,NA,NA,300,"60 kg","Arabica","Yellow Bourbon","Semi-washed / Semi-pulped",7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,0.12,0,6,"Green",83.42
"386","ngila estate ltd","ngila estate","ngila estate ltd","Africa Fine Coffee Association","Tanzania, United Republic Of",1600,1600,1600,39,"60 kg","Arabica","Bourbon","Washed / Wet",7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,0.13,0,4,"Green",83.42
"387","compa<U+00F1>ia colombiana agroindustrial s.a",NA,"trilladora boananza","Almacafé","Colombia",1813,1813,1813,250,"70 kg","Arabica","Caturra","Washed / Wet",7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,0.12,0,1,"Green",83.42
"388","juan luis alvarado romero","el papaturro","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1219.2,1219.2,1219.2,250,"69 kg","Arabica","Bourbon","Natural / Dry",7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,0.1,0,1,"Green",83.42
"389","juan luis alvarado romero","finca medina","beneficio siembras vision (154)","Asociacion Nacional Del Café","Guatemala",1500,1500,1500,250,"69 kg","Arabica","Caturra","Washed / Wet",7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,0.1,0,2,"Green",83.42
"390","juan luis alvarado romero","el morito","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"69 kg","Arabica","Bourbon","Washed / Wet",7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,0.11,0,0,"Green",83.42
"391","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,13,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,0,0,2,"Green",83.42
"392","exportadora de cafe condor s.a","various","trilladora boananza","Almacafé","Colombia",1450,1450,1450,250,"70 kg","Arabica","Caturra","Washed / Wet",7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,0.11,0,2,"Green",83.42
"393","federacion nacional de cafeteros",NA,NA,"Almacafé","Colombia",NA,NA,NA,250,"70 kg","Arabica",NA,NA,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,0.1,1,3,NA,83.42
"394","kona pacific farmers cooperative","kona pacific farmers cooperative",NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,12,"60 kg","Arabica",NA,NA,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,0.01,0,0,NA,83.42
"395","doi tung development project","doi tung development project",NA,"Specialty Coffee Association","Thailand",NA,NA,NA,4,"1 lbs","Arabica","Peaberry",NA,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,0.11,0,0,NA,83.42
"396","grounds for health admin",NA,NA,"Specialty Coffee Association","Mexico",900,1200,1050,6,"6","Arabica",NA,NA,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,0.09,2,4,NA,83.38
"397","exportadora de cafe condor s.a","various","bonanza - armenia","Almacafé","Colombia",1650,1650,1650,275,"70 kg","Arabica","Caturra","Washed / Wet",7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,0,0,0,NA,83.33
"398","racafe & cia s.c.a",NA,"bachue","Almacafé","Colombia",NA,NA,NA,130,"70 kg","Arabica","Caturra","Washed / Wet",7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,0,0,0,"Blue-Green",83.33
"399","racafe & cia s.c.a",NA,"bachue","Almacafé","Colombia",NA,NA,NA,275,"70 kg","Arabica","Caturra","Washed / Wet",7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,0,1,2,"Green",83.33
"400","ipanema coffees","rio verde","ipanema coffees","Specialty Coffee Association","Brazil",1227,1227,1227,10,"2 kg","Arabica","Catuai","Semi-washed / Semi-pulped",7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,0.1,1,5,"Green",83.33
"401","andreas kussmaul","ecc","ecc","Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.","Mexico",1200,1200,1200,275,"1 kg","Arabica","Caturra","Washed / Wet",7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,0.12,0,2,"Green",83.33
"402","exportadora de cafe condor s.a","various","trilladora agricola","Almacafé","Colombia",1650,1650,1650,275,"70 kg","Arabica","Caturra","Washed / Wet",7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,0.11,0,1,"Green",83.33
"403","afca","mondul coffee estate","mondul coffee estate","Africa Fine Coffee Association","Tanzania, United Republic Of",1700,1700,1700,10,"60 kg","Arabica","Other","Semi-washed / Semi-pulped",7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,0.12,0,6,"Green",83.33
"404","j.andrade","el pino","el pino, cosautlan de carvajal","AMECAFE","Mexico",1100,1100,1100,200,"1 kg","Arabica","Other","Washed / Wet",7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,0.12,0,0,"Green",83.33
"405","the coffee source inc.","several","cafe altura de san ramon","Specialty Coffee Association","Costa Rica",1300,1300,1300,250,"3 lbs","Arabica","Caturra","Washed / Wet",7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,0.12,0,3,"Green",83.33
"406","eileen koyanagi",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,12,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,0.11,0,1,"Bluish-Green",83.33
"407","eric thormaehlen","several","several - coricafe dry mill","Specialty Coffee Association of Costa Rica","Costa Rica",1100,1300,1200,250,"1 kg","Arabica","Catuai","Washed / Wet",7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,0.11,0,3,"Green",83.33
"408","dane loraas",NA,NA,"Specialty Coffee Association","Peru",NA,NA,NA,280,"5 lbs","Arabica",NA,"Washed / Wet",7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,0.12,0,5,"Green",83.33
"409","itiah coffee llc","marre blanche",NA,"Specialty Coffee Association","Haiti",1280.16,1280.16,1280.16,2,"4 lbs","Arabica","Typica","Washed / Wet",7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,0.11,0,4,"Green",83.33
"410","carcafe ltda ci",NA,"neiva","Almacafé","Colombia",1000,1000,1000,250,"70 kg","Arabica","Caturra","Natural / Dry",7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,0.11,0,1,"Green",83.33
"411","juan luis alvarado romero","el sacramento","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"69 kg","Arabica","Bourbon","Washed / Wet",7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,0.11,0,3,"Green",83.33
"412","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,7,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,0.1,0,4,"Bluish-Green",83.33
"413","steven kil","sogestal kayanza","kiriyama washing station","Specialty Coffee Association","Burundi",1880,1880,1880,220,"60 kg","Arabica","Bourbon","Washed / Wet",7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,0,0,5,NA,83.33
"414","exportadora de cafe condor s.a",NA,"trilladora boananza","Almacafé","Colombia",1750,1750,1750,250,"70 kg","Arabica","Caturra","Washed / Wet",7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,0,0,1,"Green",83.33
"415","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,27,"100 lbs","Arabica",NA,NA,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,0.01,0,0,NA,83.33
"416","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,25,"100 lbs","Arabica",NA,NA,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,0,0,0,NA,83.33
"417","cafe de don balbino s.c. de r.l. de c.v.","corta pico","la catedral del cafe","Centro Agroecológico del Café A.C.","Mexico",1600,1600,1600,50,"50 kg","Arabica","Typica","Washed / Wet",7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,0.11,0,0,"Blue-Green",83.25
"418","troy quimby","estate la patricia","micro beneficio la caba<U+00F1>a-javier meza","Specialty Coffee Association","Costa Rica",1900,1900,1900,29,"46 kg","Arabica","Catuai","Pulped natural / honey",7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,0.11,0,0,"Green",83.25
"419","rodrigo soto","coopellanobonito","coocafe r.l","Specialty Coffee Association of Costa Rica","Costa Rica",NA,NA,NA,275,"69 kg","Arabica",NA,"Washed / Wet",7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,0.11,0,0,NA,83.25
"420","juan luis alvarado romero","linda vista","linda vista","Asociacion Nacional Del Café","Guatemala",2100,2100,2100,275,"0 kg","Arabica","Pacas","Washed / Wet",7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,0.11,0,7,"Green",83.25
"421","kawacom uganda ltd","kawacom uganda ltd sipi farmers group","kawacom","Uganda Coffee Development Authority","Uganda",NA,NA,NA,150,"9000 kg","Arabica","SL14","Washed / Wet",7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,0.12,0,1,"Green",83.25
"422","bourbon specialty coffees",NA,"dinamo armazens gerais ltda","Brazil Specialty Coffee Association","Brazil",NA,NA,NA,300,"60 kg","Arabica",NA,NA,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,0.12,0,4,"Green",83.25
"423","carcafe ltda ci",NA,"neiva","Almacafé","Colombia",442,442,442,304,"35 kg","Arabica","Caturra","Natural / Dry",7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,0,0,2,"Green",83.25
"424","productos y servicios chilindron s.a. de c.v.","los charcos","la yerba","Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.","Mexico",1261,1261,1261,11,"2 kg","Arabica","Typica","Natural / Dry",7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,0.12,0,2,"Bluish-Green",83.25
"425","lin, che-hao krude 林哲豪","sunshine valley estate 向陽高山咖啡","sunshine valley estate 向陽高山咖啡","Specialty Coffee Association","Taiwan",1000,1000,1000,10,"15 kg","Arabica","Bourbon","Washed / Wet",7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,0.1,0,0,"Blue-Green",83.25
"426","cqi taiwan icp cqi台灣合作夥伴","以勒咖啡","以勒咖啡","Blossom Valley International","Taiwan",800,800,800,10,"60 kg","Arabica","Typica","Washed / Wet",7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,0.1,0,0,"Green",83.25
"427","compa<U+00F1>ia colombiana agroindustrial s.a",NA,"trilladora boananza","Almacafé","Colombia",1483,1483,1483,250,"70 kg","Arabica","Caturra","Natural / Dry",7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,0,0,0,"Green",83.25
"428","juan luis alvarado romero","finca medina","beneficio siembras vision (154)","Asociacion Nacional Del Café","Guatemala",1500,1500,1500,26,"69 kg","Arabica","Caturra","Washed / Wet",7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,0.1,0,1,"Green",83.25
"429","exportadora de cafe condor s.a",NA,"trilladora boananza","Almacafé","Colombia",1750,1750,1750,275,"70 kg","Arabica","Caturra","Washed / Wet",7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,0.11,0,1,"Green",83.25
"430","calixto guillen vazquez","various","productores de cafes especiales sc","AMECAFE","Mexico",1300,1300,1300,200,"1 kg","Arabica","Bourbon","Washed / Wet",7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,0.12,0,6,"Green",83.25
"431","kona pacific farmers cooperative",NA,NA,"Specialty Coffee Association","United States (Hawaii)",NA,NA,NA,11,"100 lbs","Arabica","Hawaiian Kona","Natural / Dry",7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,0.11,0,4,"Bluish-Green",83.25
"432","ernesto rodriguez luna","finca teocelo","monte blanco","AMECAFE","Mexico",NA,NA,NA,10,"1 kg","Arabica","Mundo Novo","Washed / Wet",7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,0.13,0,7,"Green",83.25
"433","modesto landeros flores","mata larga","finca mata larga","AMECAFE","Mexico",1000,1000,1000,54,"1 kg","Arabica","Caturra","Washed / Wet",7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,0.12,0,0,"Blue-Green",83.25
"434","juan luis alvarado romero","agropecuaria quiagral","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1310.64,1310.64,1310.64,250,"1 kg","Arabica","Bourbon","Washed / Wet",7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,0.11,0,9,"Green",83.25
"435","nucoffee","água limpa",NA,"NUCOFFEE","Brazil",1200,1200,1200,30,"60 kg","Arabica","Yellow Bourbon","Semi-washed / Semi-pulped",7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,0.11,0,1,"Blue-Green",83.25
"436","exportadora de cafe condor s.a",NA,"trilladora boananza","Almacafé","Colombia",175,175,175,250,"70 kg","Arabica","Caturra","Washed / Wet",7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,0.12,0,1,"Green",83.25
"437","racafe & cia s.c.a",NA,NA,"Almacafé","Colombia",1600,1950,1775,175,"70 kg","Arabica","Caturra","Washed / Wet",7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,0.11,0,0,"Green",83.25
"438","exportadora de cafe condor s.a",NA,"trilladora bonanza - armenia quindioa","Almacafé","Colombia",1600,1800,1700,250,"70 kg","Arabica",NA,NA,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,0.08,0,0,NA,83.25
"439","exportadora de cafe condor s.a",NA,"trilladora bonanza - armenia quindioa","Almacafé","Colombia",1880,1880,1880,250,"70 kg","Arabica",NA,NA,8,7.67,7.67,7.25,7.67,7.5,10,10,10,0.13,0,1,NA,83.25
"440","exportadora de cafe condor s.a",NA,"trilladora bonanza - armenia quindio","Almacafé","Colombia",1800,1800,1800,250,"70 kg","Arabica",NA,NA,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,0.04,0,1,NA,83.25
"441","ipanema coffees","fazenda capoeirnha","dry mill","Brazil Specialty Coffee Association","Brazil",890,890,890,320,"60 kg","Arabica","Bourbon","Natural / Dry",7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,0.11,0,4,"Green",83.17
"442","juan luis alvarado romero","beneficio el torreon","beneficio ixchel","Asociacion Nacional Del Café","Guatemala",1901,1901,1901,275,"69 kg","Arabica","Bourbon","Washed / Wet",7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,0.1,0,1,"Green",83.17
